cid,Name,SMILES,InChIKey,Molecular_Weight,XLogP,Polar_Area,Valid_SMILES,Canonical_SMILES,Seen_in_training,Predicted_Activity,Probability_Active
10201097,"(3-Bromophenyl)-(7-methoxymethyl-[1,4]-dioxano[2,3-g]quinazolin-4-yl)-amine",COCC1COC2=C(O1)C=C3C(=C2)N=CN=C3NC4=CC(=CC=C4)Br,UFQCLRMJHOWNLX-UHFFFAOYSA-N,402.2,3.7,65.5,True,COCC1COc2cc3ncnc(Nc4cccc(Br)c4)c3cc2O1,False,1,0.9991698
20747428,"(7,8-Bismethoxymethyl[1,4]dioxano[2,3-g]quinazolin-4-yl)-(3-iodophenyl)amine",COCC1C(OC2=C(O1)C=C3C(=C2)N=CN=C3NC4=CC(=CC=C4)I)COC,TVSKFMAUUMEPPY-UHFFFAOYSA-N,493.3,3.6,74.7,True,COCC1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2OC1COC,False,1,0.9991698
20747411,"N-(3-methylphenyl)-7-(morpholin-4-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CN5CCOCC5,PQDADLWQWFGBRK-UHFFFAOYSA-N,392.5,3.2,68.7,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CN2CCOCC2)CO4)c1,False,1,0.99913627
142675035,6-methoxy-N-(3-methylphenyl)-7-(morpholin-2-ylmethoxy)quinazolin-4-amine,CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OC)OCC4CNCCO4,USGAMRGCZDTCQY-UHFFFAOYSA-N,380.4,3.0,77.5,True,COc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCC1CNCCO1,False,1,0.9991334
142674997,7-methoxy-N-(3-methoxyphenyl)-6-(morpholin-2-ylmethoxy)quinazolin-4-amine,COC1=CC=CC(=C1)NC2=NC=NC3=CC(=C(C=C32)OCC4CNCCO4)OC,MPAJRDCMFRLOPB-UHFFFAOYSA-N,396.4,2.6,86.8,True,COc1cccc(Nc2ncnc3cc(OC)c(OCC4CNCCO4)cc23)c1,False,1,0.9991334
142674977,7-methoxy-6-(morpholin-2-ylmethoxy)-N-[3-(trifluoromethyl)phenyl]quinazolin-4-amine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C(F)(F)F)OCC4CNCCO4,JBUQNGAIOJBNKY-UHFFFAOYSA-N,434.4,3.5,77.5,True,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCC1CNCCO1,False,1,0.9991334
122485639,"6,7-bis[2-(difluoromethoxy)ethoxy]-N-(2,6-difluorophenyl)quinazolin-4-amine",C1=CC(=C(C(=C1)F)NC2=NC=NC3=CC(=C(C=C32)OCCOC(F)F)OCCOC(F)F)F,CSYKTJBUJLGPFD-UHFFFAOYSA-N,477.4,5.2,74.7,True,Fc1cccc(F)c1Nc1ncnc2cc(OCCOC(F)F)c(OCCOC(F)F)cc12,False,1,0.9991285
170622576,CID 170622576,[B]C1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CCN5CCCCC5)F,UDVFGWSUYIMJKC-UHFFFAOYSA-N,418.3,,59.5,True,[B]c1cccc(Nc2ncnc3cc4c(cc23)OC(CCN2CCCCC2)CO4)c1F,False,1,0.99912363
170622569,CID 170622569,[B]C1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CCN5CCCC5)F,LCFUXAKHEBUTIA-UHFFFAOYSA-N,404.2,,59.5,True,[B]c1cccc(Nc2ncnc3cc4c(cc23)OC(CCN2CCCC2)CO4)c1F,False,1,0.99912363
145172262,"N-[3-[(5-fluorocyclohexa-2,4-dien-1-yl)methoxy]phenyl]-6,7-dimethoxyquinazolin-4-amine",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)OCC4CC(=CC=C4)F)OC,KMLANVAPHRWJRL-UHFFFAOYSA-N,407.4,4.9,65.5,True,COc1cc2ncnc(Nc3cccc(OCC4C=CC=C(F)C4)c3)c2cc1OC,False,1,0.9990845
20747410,"N-(3-methylphenyl)-7-[(4-methylpiperazin-1-yl)methyl]-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CN5CCN(CC5)C,MNTVSMDCDZVSSK-UHFFFAOYSA-N,405.5,3.4,62.8,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CN2CCN(C)CC2)CO4)c1,False,1,0.9990557
142674967,7-methoxy-N-(3-methoxyphenyl)-6-[(4-methylmorpholin-2-yl)methoxy]quinazolin-4-amine,CN1CCOC(C1)COC2=C(C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)OC)OC,WYOOOZWGUPYCMU-UHFFFAOYSA-N,410.5,3.1,78.0,True,COc1cccc(Nc2ncnc3cc(OC)c(OCC4CN(C)CCO4)cc23)c1,False,1,0.9990019
142674985,7-methoxy-6-[(4-methylmorpholin-2-yl)methoxy]-N-[3-(trifluoromethyl)phenyl]quinazolin-4-amine,CN1CCOC(C1)COC2=C(C=C3C(=C2)C(=NC=N3)NC4=CC=CC(=C4)C(F)(F)F)OC,KLPWXWOOXJOLOY-UHFFFAOYSA-N,448.4,4.0,68.7,True,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCC1CN(C)CCO1,False,1,0.9990019
142675052,6-methoxy-7-[(4-methylmorpholin-2-yl)methoxy]-N-(3-methylphenyl)quinazolin-4-amine,CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OC)OCC4CN(CCO4)C,RWFCVLCRSUGJPO-UHFFFAOYSA-N,394.5,3.5,68.7,True,COc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCC1CN(C)CCO1,False,1,0.9990019
130438041,"N-(3-cyclopropylphenyl)-6,7-bis(2-methoxyethoxy)quinazolin-4-amine",COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C4CC4)OCCOC,HMDZRIXDOKDMDJ-UHFFFAOYSA-N,409.5,4.0,74.7,True,COCCOc1cc2ncnc(Nc3cccc(C4CC4)c3)c2cc1OCCOC,False,1,0.9989961
142814891,2-[4-(3-Ethenylanilino)-7-(2-hydroxyethoxy)quinazolin-6-yl]oxyethanol,C=CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OCCO)OCCO,YWZRYGZEYNCWFZ-UHFFFAOYSA-N,367.4,2.8,96.7,True,C=Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCO)cc23)c1,False,1,0.99898535
155557399,"N-[3-[(4-nitrophenyl)methoxy]phenyl]-2,5,8,11-tetraoxa-15,17-diazatricyclo[10.8.0.014,19]icosa-1(12),13,15,17,19-pentaen-18-amine",C1COCCOC2=C(C=C3C(=C2)N=CN=C3NC4=CC(=CC=C4)OCC5=CC=C(C=C5)[N+](=O)[O-])OCCO1,SZUZKSRMWTUYGD-UHFFFAOYSA-N,518.5,4.1,130.0,True,O=[N+]([O-])c1ccc(COc2cccc(Nc3ncnc4cc5c(cc34)OCCOCCOCCO5)c2)cc1,False,1,0.9989693
148725916,"N-[3-[(4-nitrophenyl)methoxy]phenyl]-2,5,8,11,14-pentaoxa-18,20-diazatricyclo[13.8.0.017,22]tricosa-1(15),16,18,20,22-pentaen-21-amine",C1COCCOC2=C(C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)OCC5=CC=C(C=C5)[N+](=O)[O-])OCCOCCO1,NZZSZLLIIKNPPP-UHFFFAOYSA-N,562.6,4.0,139.0,True,O=[N+]([O-])c1ccc(COc2cccc(Nc3ncnc4cc5c(cc34)OCCOCCOCCOCCO5)c2)cc1,False,1,0.9989693
10287175,"6,7-diethoxy-N-[3-(1,2,4-oxadiazol-3-yl)phenyl]quinazolin-4-amine",CCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C4=NOC=N4)OCC,ITJNCZJZTJQQKK-UHFFFAOYSA-N,377.4,4.0,95.2,True,CCOc1cc2ncnc(Nc3cccc(-c4ncon4)c3)c2cc1OCC,False,1,0.9989176
141221555,7-methoxy-N-(3-methylphenyl)-6-(1-prop-2-enylpiperidin-4-yl)oxyquinazolin-4-amine,CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OC4CCN(CC4)CC=C)OC,PBNLXUHYOTXNRV-UHFFFAOYSA-N,404.5,5.0,59.5,True,C=CCN1CCC(Oc2cc3c(Nc4cccc(C)c4)ncnc3cc2OC)CC1,False,1,0.99890184
163550467,"N-(2-fluoro-3-methylphenyl)-7-(pyrrolidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CN5CCCC5)F,QQUCYYWVYBHEJU-UHFFFAOYSA-N,394.4,4.2,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CN2CCCC2)CO4)c1F,False,1,0.99888545
163413422,"N-(2-fluoro-3-methylphenyl)-7-(morpholin-4-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CN5CCOCC5)F,ACJXVUVVJOTFMY-UHFFFAOYSA-N,410.4,3.3,68.7,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CN2CCOCC2)CO4)c1F,False,1,0.99888545
163550468,"N-(2-fluoro-3-methylphenyl)-7-(piperidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CN5CCCCC5)F,DZVWWZZPKSJZPL-UHFFFAOYSA-N,408.5,4.5,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CN2CCCCC2)CO4)c1F,False,1,0.99888545
164122009,"N-(2-fluoro-3-methylphenyl)-8-(morpholin-4-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCC(O4)CN5CCOCC5)F,SGFAOADMNPDNEZ-UHFFFAOYSA-N,410.4,3.3,68.7,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OCC(CN2CCOCC2)O4)c1F,False,1,0.99888545
164122008,"N-(2-fluoro-3-methylphenyl)-8-(pyrrolidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCC(O4)CN5CCCC5)F,YTRAGGNZYDTQGT-UHFFFAOYSA-N,394.4,4.2,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OCC(CN2CCCC2)O4)c1F,False,1,0.99888545
170374523,"(7S)-N-(2-fluoro-3-methylphenyl)-7-(piperidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@H](CO4)CN5CCCCC5)F,DZVWWZZPKSJZPL-INIZCTEOSA-N,408.5,4.5,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@@H](CN2CCCCC2)CO4)c1F,False,1,0.99888545
170374531,"(7R)-N-(2-fluoro-3-methylphenyl)-7-(morpholin-4-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@@H](CO4)CN5CCOCC5)F,ACJXVUVVJOTFMY-OAHLLOKOSA-N,410.4,3.3,68.7,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@H](CN2CCOCC2)CO4)c1F,False,1,0.99888545
170374524,"(7R)-N-(2-fluoro-3-methylphenyl)-7-(piperidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@@H](CO4)CN5CCCCC5)F,DZVWWZZPKSJZPL-MRXNPFEDSA-N,408.5,4.5,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@H](CN2CCCCC2)CO4)c1F,False,1,0.99888545
170374518,"(7S)-N-(2-fluoro-3-methylphenyl)-7-(pyrrolidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@H](CO4)CN5CCCC5)F,QQUCYYWVYBHEJU-HNNXBMFYSA-N,394.4,4.2,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@@H](CN2CCCC2)CO4)c1F,False,1,0.99888545
170374511,"(7S)-N-(2-fluoro-3-methylphenyl)-7-[(4-fluoropiperidin-1-yl)methyl]-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@H](CO4)CN5CCC(CC5)F)F,OGLFKSCRFGAIBR-INIZCTEOSA-N,426.5,4.6,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@@H](CN2CCC(F)CC2)CO4)c1F,False,1,0.99888545
170374529,"(7S)-N-(2-fluoro-3-methylphenyl)-7-(morpholin-4-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@H](CO4)CN5CCOCC5)F,ACJXVUVVJOTFMY-HNNXBMFYSA-N,410.4,3.3,68.7,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@@H](CN2CCOCC2)CO4)c1F,False,1,0.99888545
170374519,"(7R)-N-(2-fluoro-3-methylphenyl)-7-(pyrrolidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)O[C@@H](CO4)CN5CCCC5)F,QQUCYYWVYBHEJU-OAHLLOKOSA-N,394.4,4.2,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)O[C@H](CN2CCCC2)CO4)c1F,False,1,0.99888545
164122010,"N-(2-fluoro-3-methylphenyl)-8-(piperidin-1-ylmethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",CC1=C(C(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCC(O4)CN5CCCCC5)F,AWHORIDNGSZJDC-UHFFFAOYSA-N,408.5,4.5,59.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OCC(CN2CCCCC2)O4)c1F,False,1,0.99888545
20747414,"[4-(3-Methylanilino)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-7-yl]methanol",CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CO,RBOFFILXLCJRAO-UHFFFAOYSA-N,323.3,2.9,76.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CO)CO4)c1,False,1,0.9988588
161527288,"2-[[4-(3-Methylanilino)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-7-yl]methylamino]ethanol;molecular hydrogen",[HH].CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CNCCO,WKDWTMGEGZQREP-UHFFFAOYSA-N,368.4,,88.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CNCCO)CO4)c1.[HH],False,1,0.9988457
20747412,"2-[[4-(3-Methylanilino)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-7-yl]methylamino]ethanol",CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OC(CO4)CNCCO,LSFAEDMPAKPYIN-UHFFFAOYSA-N,366.4,2.4,88.5,True,Cc1cccc(Nc2ncnc3cc4c(cc23)OC(CNCCO)CO4)c1,False,1,0.9988457
157353862,"6,7-bis(2-chloroethoxy)-N-(3-ethynylphenyl)quinazolin-4-amine;4-chloro-6,7-bis(2-chloroethoxy)quinazoline;hydrochloride",C#CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OCCCl)OCCCl.C1=C2C(=CC(=C1OCCCl)OCCCl)N=CN=C2Cl.Cl,BHVRUPPOVCILJT-UHFFFAOYSA-N,760.3,,101.0,True,C#Cc1cccc(Nc2ncnc3cc(OCCCl)c(OCCCl)cc23)c1.Cl.ClCCOc1cc2ncnc(Cl)c2cc1OCCCl,False,1,0.9988207
16045653,"6,7-Bis(2-chloroethoxy)-N-(3-ethynylphenyl)quinazolin-4-amine",C#CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OCCCl)OCCCl,OPZQXOBOVGSGMM-UHFFFAOYSA-N,402.3,4.8,56.3,True,C#Cc1cccc(Nc2ncnc3cc(OCCCl)c(OCCCl)cc23)c1,False,1,0.9988207
18925063,"6,7-Bis(2-chloroethoxy)-N-(3-ethynylphenyl)-4-quinazolinamine hydrochloride",C#CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OCCCl)OCCCl.Cl,MCJCPYXGLTWKGT-UHFFFAOYSA-N,438.7,,56.3,True,C#Cc1cccc(Nc2ncnc3cc(OCCCl)c(OCCCl)cc23)c1.Cl,False,1,0.9988207
134271535,6-[3-[4-(difluoromethoxy)piperidin-1-yl]propoxy]-7-methoxy-N-(3-methylphenyl)quinazolin-4-amine,CC1=CC(=CC=C1)NC2=NC=NC3=CC(=C(C=C32)OCCCN4CCC(CC4)OC(F)F)OC,MHZJWILAIBVCRX-UHFFFAOYSA-N,472.5,5.5,68.7,True,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OCCCN1CCC(OC(F)F)CC1,False,1,0.998793
173197244,6-(4-aminobutoxy)-N-(3-chlorophenyl)-7-methoxyquinazolin-4-amine,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=CC=C3)Cl)OCCCCN,RVYBNGPUEQCORR-UHFFFAOYSA-N,372.8,3.8,82.3,True,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCCCCN,False,1,0.9987871
10316385,"4-Quinazolinamine, 6-(3-aminopropoxy)-N-(3-chlorophenyl)-7-methoxy-",COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=CC=C3)Cl)OCCCN,KNNJJBGOAKBCKU-UHFFFAOYSA-N,358.8,3.4,82.3,True,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCCCN,False,1,0.9987871
173190980,6-(3-aminopropoxy)-N-(3-chlorophenyl)-7-methoxyquinazolin-4-amine;hydrochloride,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=CC=C3)Cl)OCCCN.Cl,YBZQAUYGKGDVDG-UHFFFAOYSA-N,395.3,,82.3,True,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCCCN.Cl,False,1,0.9987871
123423645,"N-(3-ethylphenyl)-2,5,8,11-tetraoxa-15,17-diazatricyclo[10.8.0.014,19]icosa-1(12),13,15,17,19-pentaen-18-amine",CCC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,KEWGSSWJLJLYTB-UHFFFAOYSA-N,395.5,3.6,74.7,True,CCc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,False,1,0.99878544
